4000
generated by VMD
Ag 33.179733 4.820418 65.401042
Ag -16.598021 -10.548581 40.994465
Ag 23.607088 37.266085 65.401042
Ag 14.034443 25.312418 16.587888
Ag -1.281789 28.727751 72.057381
Ag 37.008791 45.804418 74.276161
Ag -3.196318 -10.548581 74.276161
Ag 17.863501 32.143085 34.338126
Ag 48.495965 28.727751 14.369109
Ag 10.205385 -2.010248 74.276161
Ag 46.581436 33.850751 29.900567
Ag 8.290856 3.112752 5.493990
Ag 21.692559 32.143085 32.119346
Ag 2.547269 13.358752 -1.162349
Ag 31.265204 23.604751 58.744703
Ag -12.768963 44.096751 1.056430
Ag -18.512550 8.235752 16.587888
Ag -14.683492 4.820418 -5.599909
Ag 23.607088 33.850751 14.369109
Ag 12.119914 6.528085 45.432025
Ag 8.290856 28.727751 65.401042
Ag 2.547269 44.096751 -1.162349
Ag 12.119914 47.512084 -3.381129
Ag 42.752378 52.635084 16.587888
Ag 46.581436 -8.840915 18.806668
Ag 6.376327 28.727751 -7.818689
Ag 10.205385 44.096751 34.338126
Ag 46.581436 8.235752 38.775686
Ag 37.008791 4.820418 18.806668
Ag -1.281789 -10.548581 5.493990
Ag -10.854434 6.528085 74.276161
Ag 40.837849 -8.840915 27.681787
Ag 8.290856 28.727751 21.025448
Ag 19.778030 11.651085 40.994465
Ag 2.547269 8.235752 3.275210
Ag -3.196318 50.927418 16.587888
Ag 23.607088 18.481752 16.587888
Ag 27.436146 6.528085 65.401042
Ag -1.281789 -3.717915 47.650804
Ag 38.923320 13.358752 -1.162349
Ag 46.581436 32.143085 63.182262
Ag -18.512550 15.066418 34.338126
Ag 54.239552 42.389085 -1.162349
Ag 15.948972 -5.425581 23.244227
Ag 48.495965 25.312418 40.994465
Ag -20.427079 20.189418 27.681787
Ag 29.350675 15.066418 25.463007
Ag 14.034443 47.512084 29.900567
Ag -7.025376 -8.840915 14.369109
Ag 4.461798 30.435418 58.744703
Ag 35.094262 -7.133248 14.369109
Ag 2.547269 11.651085 43.213245
Ag 17.863501 42.389085 21.025448
Ag -14.683492 35.558418 3.275210
Ag 27.436146 16.774085 49.869584
Ag 31.265204 52.635084 60.963483
Ag 25.521617 15.066418 54.307144
Ag 10.205385 35.558418 21.025448
Ag 23.607088 18.481752 58.744703
Ag 23.607088 32.143085 -7.818689
Ag -5.110847 1.405085 52.088364
Ag 10.205385 40.681418 -10.037468
Ag 8.290856 -12.256248 40.994465
Ag 0.632740 -0.302582 -10.037468
Ag 52.325023 52.635084 -1.162349
Ag 46.581436 54.342751 -10.037468
Ag 40.837849 11.651085 12.150329
Ag 48.495965 15.066418 72.057381
Ag -3.196318 -2.010248 1.056430
Ag 0.632740 -12.256248 27.681787
Ag 4.461798 20.189418 69.838602
Ag -18.512550 42.389085 5.493990
Ag -8.939905 13.358752 58.744703
Ag 10.205385 21.897085 7.712769
Ag 2.547269 52.635084 63.182262
Ag 23.607088 38.973751 52.088364
Ag 46.581436 37.266085 63.182262
Ag 8.290856 27.020085 72.057381
Ag -10.854434 8.235752 67.619822
Ag 38.923320 -8.840915 9.931549
Ag -12.768963 44.096751 54.307144
Ag 0.632740 49.219751 49.869584
Ag -1.281789 11.651085 23.244227
Ag 8.290856 40.681418 34.338126
Ag -14.683492 -12.256248 72.057381
Ag 12.119914 16.774085 69.838602
Ag 46.581436 13.358752 56.525923
Ag 23.607088 50.927418 45.432025
Ag 50.410494 1.405085 74.276161
Ag -12.768963 1.405085 52.088364
Ag 27.436146 18.481752 -12.256248
Ag 19.778030 1.405085 47.650804
Ag 50.410494 -10.548581 49.869584
Ag 2.547269 15.066418 27.681787
Ag 52.325023 1.405085 65.401042
Ag 2.547269 50.927418 40.994465
Ag 48.495965 3.112752 -12.256248
Ag -12.768963 -0.302582 12.150329
Ag 44.666907 4.820418 49.869584
Ag 0.632740 16.774085 63.182262
Ag 52.325023 27.020085 40.994465
Ag 52.325023 -0.302582 -1.162349
Ag 37.008791 -0.302582 5.493990
Ag 31.265204 25.312418 12.150329
Ag -16.598021 21.897085 -3.381129
Ag -14.683492 50.927418 -12.256248
Ag 50.410494 21.897085 32.119346
Ag 38.923320 21.897085 18.806668
Ag 35.094262 49.219751 1.056430
Ag 21.692559 -7.133248 65.401042
Ag 31.265204 49.219751 74.276161
Ag 50.410494 54.342751 45.432025
Ag 52.325023 30.435418 14.369109
Ag 35.094262 28.727751 56.525923
Ag 48.495965 6.528085 21.025448
Ag 27.436146 -5.425581 -12.256248
Ag -3.196318 42.389085 -10.037468
Ag 50.410494 -0.302582 7.712769
Ag -14.683492 30.435418 18.806668
Ag 19.778030 27.020085 12.150329
Ag 40.837849 40.681418 -7.818689
Ag -8.939905 -3.717915 27.681787
Ag 44.666907 42.389085 5.493990
Ag -14.683492 -3.717915 -12.256248
Ag 10.205385 8.235752 9.931549
Ag -3.196318 11.651085 -3.381129
Ag -3.196318 3.112752 65.401042
Ag -20.427079 33.850751 1.056430
Ag 8.290856 33.850751 14.369109
Ag -16.598021 54.342751 3.275210
Ag -12.768963 11.651085 23.244227
Ag 52.325023 -3.717915 60.963483
Ag 25.521617 44.096751 74.276161
Ag -18.512550 -3.717915 40.994465
Ag 21.692559 9.943418 34.338126
Ag 25.521617 6.528085 58.744703
Ag -14.683492 49.219751 47.650804
Ag 4.461798 49.219751 38.775686
Ag 2.547269 35.558418 72.057381
Ag 42.752378 -7.133248 5.493990
Ag 25.521617 40.681418 60.963483
Ag 2.547269 -8.840915 40.994465
Ag 42.752378 16.774085 52.088364
Ag 14.034443 47.512084 -5.599909
Ag -3.196318 52.635084 -5.599909
Ag 33.179733 23.604751 63.182262
Ag 14.034443 50.927418 29.900567
Ag 25.521617 49.219751 49.869584
Ag -5.110847 -12.256248 74.276161
Ag 54.239552 15.066418 52.088364
Ag -8.939905 32.143085 32.119346
Ag 10.205385 -8.840915 32.119346
Ag 12.119914 35.558418 52.088364
Ag 6.376327 25.312418 63.182262
Ag -10.854434 50.927418 -3.381129
Ag -14.683492 6.528085 3.275210
Ag -20.427079 -8.840915 32.119346
Ag 29.350675 4.820418 36.556906
Ag 27.436146 52.635084 40.994465
Ag -18.512550 54.342751 63.182262
Ag 14.034443 44.096751 27.681787
Ag 4.461798 44.096751 29.900567
Ag 21.692559 15.066418 1.056430
Ag 38.923320 42.389085 47.650804
Ag -1.281789 54.342751 21.025448
Ag -8.939905 38.973751 5.493990
Ag -8.939905 52.635084 49.869584
Ag 40.837849 -12.256248 36.556906
Ag 35.094262 52.635084 72.057381
Ag 17.863501 44.096751 -12.256248
Ag 27.436146 23.604751 49.869584
Ag 50.410494 -5.425581 40.994465
Ag 35.094262 21.897085 63.182262
Ag 38.923320 21.897085 54.307144
Ag 19.778030 40.681418 -3.381129
Ag 21.692559 3.112752 32.119346
Ag -1.281789 -2.010248 7.712769
Ag 17.863501 16.774085 -7.818689
Ag 10.205385 42.389085 27.681787
Ag 37.008791 35.558418 1.056430
Ag 2.547269 42.389085 45.432025
Ag 25.521617 -2.010248 40.994465
Ag -14.683492 -12.256248 7.712769
Ag 35.094262 45.804418 40.994465
Ag 21.692559 20.189418 -7.818689
Ag -3.196318 32.143085 34.338126
Ag 27.436146 -2.010248 43.213245
Ag 50.410494 18.481752 34.338126
Ag 46.581436 25.312418 14.369109
Ag 40.837849 -12.256248 58.744703
Ag 12.119914 13.358752 -5.599909
Ag 19.778030 11.651085 -10.037468
Ag 27.436146 8.235752 1.056430
Ag -18.512550 11.651085 58.744703
Ag 27.436146 3.112752 -7.818689
Ag 38.923320 25.312418 47.650804
Ag 40.837849 -5.425581 32.119346
Ag -3.196318 3.112752 9.931549
Ag 19.778030 4.820418 -7.818689
Ag 14.034443 6.528085 56.525923
Ag 25.521617 33.850751 9.931549
Ag 10.205385 -8.840915 -7.818689
Ag 17.863501 54.342751 43.213245
Ag 12.119914 33.850751 -12.256248
Ag 42.752378 11.651085 34.338126
Ag 50.410494 -7.133248 25.463007
Ag 6.376327 20.189418 58.744703
Ag 25.521617 32.143085 60.963483
Ag -8.939905 40.681418 69.838602
Ag -16.598021 38.973751 3.275210
Ag 44.666907 45.804418 5.493990
Ag 54.239552 40.681418 56.525923
Ag 33.179733 28.727751 1.056430
Ag 29.350675 16.774085 23.244227
Ag -18.512550 23.604751 27.681787
Ag 4.461798 40.681418 23.244227
Ag 0.632740 -2.010248 52.088364
Ag -20.427079 40.681418 49.869584
Ag 46.581436 15.066418 16.587888
Ag 48.495965 -5.425581 7.712769
Ag -10.854434 8.235752 72.057381
Ag 2.547269 11.651085 -12.256248
Ag 21.692559 11.651085 23.244227
Ag 4.461798 -2.010248 47.650804
Ag -5.110847 8.235752 36.556906
Ag 27.436146 21.897085 34.338126
Ag -20.427079 32.143085 5.493990
Ag 17.863501 30.435418 25.463007
Ag 42.752378 40.681418 29.900567
Ag 38.923320 42.389085 49.869584
Ag -14.683492 1.405085 1.056430
Ag 8.290856 18.481752 74.276161
Ag -12.768963 30.435418 -1.162349
Ag 50.410494 1.405085 60.963483
Ag 37.008791 37.266085 40.994465
Ag 10.205385 3.112752 54.307144
Ag 46.581436 15.066418 21.025448
Ag 2.547269 21.897085 25.463007
Ag -7.025376 9.943418 18.806668
Ag 12.119914 8.235752 34.338126
Ag -8.939905 23.604751 -5.599909
Ag -10.854434 33.850751 74.276161
Ag -10.854434 3.112752 -5.599909
Ag 15.948972 -3.717915 54.307144
Ag 40.837849 -7.133248 -12.256248
Ag 6.376327 6.528085 29.900567
Ag -8.939905 40.681418 38.775686
Ag 14.034443 11.651085 63.182262
Ag 2.547269 23.604751 54.307144
Ag 15.948972 32.143085 23.244227
Ag 10.205385 32.143085 72.057381
Ag 10.205385 32.143085 1.056430
Ag -5.110847 33.850751 25.463007
Ag 37.008791 -8.840915 58.744703
Ag 2.547269 6.528085 69.838602
Ag 17.863501 -7.133248 47.650804
Ag -5.110847 13.358752 45.432025
Ag 31.265204 52.635084 7.712769
Ag 46.581436 28.727751 -7.818689
Ag -16.598021 33.850751 12.150329
Ag 48.495965 28.727751 36.556906
Ag 48.495965 -5.425581 21.025448
Ag 44.666907 1.405085 29.900567
Ag 31.265204 1.405085 32.119346
Ag 50.410494 21.897085 9.931549
Ag 15.948972 52.635084 58.744703
Ag 37.008791 18.481752 7.712769
Ag 27.436146 -12.256248 9.931549
Ag 38.923320 11.651085 27.681787
Ag 21.692559 44.096751 16.587888
Ag 8.290856 9.943418 65.401042
Ag -10.854434 -7.133248 7.712769
Ag -14.683492 -3.717915 36.556906
Ag -8.939905 32.143085 7.712769
Ag 33.179733 4.820418 67.619822
Ag -10.854434 32.143085 23.244227
Ag 52.325023 8.235752 56.525923
Ag 17.863501 27.020085 -10.037468
Ag -14.683492 -5.425581 3.275210
Ag 46.581436 1.405085 3.275210
Ag 8.290856 11.651085 23.244227
Ag 14.034443 54.342751 45.432025
Ag -1.281789 6.528085 21.025448
Ag -1.281789 23.604751 -10.037468
Ag 42.752378 40.681418 27.681787
Ag 27.436146 45.804418 65.401042
Ag 35.094262 11.651085 34.338126
Ag -18.512550 35.558418 -10.037468
Ag 37.008791 21.897085 -7.818689
Ag -16.598021 3.112752 5.493990
Ag 35.094262 52.635084 43.213245
Ag 29.350675 45.804418 38.775686
Ag 10.205385 23.604751 60.963483
Ag 10.205385 16.774085 -1.162349
Ag 29.350675 -12.256248 54.307144
Ag 15.948972 11.651085 34.338126
Ag 29.350675 -2.010248 32.119346
Ag 19.778030 8.235752 47.650804
Ag 15.948972 -3.717915 5.493990
Ag 52.325023 40.681418 36.556906
Ag 31.265204 -8.840915 -3.381129
Ag -7.025376 8.235752 -3.381129
Ag 21.692559 13.358752 23.244227
Ag -18.512550 40.681418 49.869584
Ag 23.607088 -10.548581 38.775686
Ag -1.281789 13.358752 -5.599909
Ag 46.581436 1.405085 47.650804
Ag -5.110847 15.066418 45.432025
Ag 29.350675 1.405085 69.838602
Ag 8.290856 52.635084 14.369109
Ag 10.205385 -10.548581 -10.037468
Ag 38.923320 37.266085 69.838602
Ag -16.598021 -0.302582 36.556906
Ag 17.863501 32.143085 52.088364
Ag 4.461798 32.143085 32.119346
Ag 54.239552 6.528085 -12.256248
Ag 19.778030 9.943418 69.838602
Ag -8.939905 9.943418 49.869584
Ag 44.666907 -5.425581 65.401042
Ag 6.376327 44.096751 36.556906
Ag -8.939905 16.774085 9.931549
Ag 50.410494 -0.302582 5.493990
Ag 27.436146 15.066418 1.056430
Ag -14.683492 45.804418 52.088364
Ag -12.768963 30.435418 5.493990
Ag 44.666907 49.219751 32.119346
Ag -8.939905 20.189418 49.869584
Ag -5.110847 13.358752 60.963483
Ag 33.179733 30.435418 14.369109
Ag 52.325023 -12.256248 3.275210
Ag 31.265204 -7.133248 47.650804
Ag -7.025376 40.681418 -5.599909
Ag 21.692559 32.143085 5.493990
Ag -8.939905 16.774085 -3.381129
Ag -10.854434 18.481752 52.088364
Ag 37.008791 -12.256248 34.338126
Ag -8.939905 -2.010248 3.275210
Ag 29.350675 -5.425581 65.401042
Ag 10.205385 37.266085 -10.037468
Ag 33.179733 20.189418 5.493990
Ag 8.290856 9.943418 21.025448
Ag 17.863501 44.096751 65.401042
Ag 12.119914 13.358752 -3.381129
Ag 50.410494 -7.133248 3.275210
Ag 10.205385 -0.302582 74.276161
Ag 14.034443 32.143085 16.587888
Ag -3.196318 40.681418 23.244227
Ag 4.461798 32.143085 69.838602
Ag -8.939905 8.235752 54.307144
Ag -5.110847 23.604751 45.432025
Ag 38.923320 28.727751 -3.381129
Ag 31.265204 52.635084 65.401042
Ag 31.265204 15.066418 40.994465
Ag 2.547269 33.850751 23.244227
Ag 29.350675 1.405085 65.401042
Ag 46.581436 23.604751 74.276161
Ag -20.427079 30.435418 -5.599909
Ag -8.939905 3.112752 72.057381
Ag 27.436146 -10.548581 27.681787
Ag -10.854434 37.266085 56.525923
Ag 27.436146 -12.256248 29.900567
Ag 48.495965 42.389085 58.744703
Ag 35.094262 30.435418 40.994465
Ag 44.666907 -7.133248 60.963483
Ag 46.581436 -8.840915 5.493990
Ag -20.427079 -7.133248 7.712769
Ag 14.034443 42.389085 74.276161
Ag -14.683492 45.804418 7.712769
Ag -1.281789 28.727751 56.525923
Ag 27.436146 -0.302582 74.276161
Ag -14.683492 40.681418 -5.599909
Ag 35.094262 50.927418 54.307144
Ag 25.521617 23.604751 18.806668
Ag -5.110847 4.820418 -1.162349
Ag 29.350675 3.112752 74.276161
Ag 52.325023 -5.425581 12.150329
Ag -10.854434 13.358752 18.806668
Ag -8.939905 37.266085 52.088364
Ag 46.581436 47.512084 52.088364
Ag 4.461798 1.405085 9.931549
Ag 19.778030 11.651085 65.401042
Ag -18.512550 21.897085 34.338126
Ag -14.683492 30.435418 32.119346
Ag 29.350675 49.219751 -1.162349
Ag 27.436146 37.266085 67.619822
Ag 15.948972 1.405085 67.619822
Ag 27.436146 18.481752 38.775686
Ag 6.376327 -8.840915 36.556906
Ag -1.281789 35.558418 54.307144
Ag 35.094262 20.189418 -12.256248
Ag 48.495965 -8.840915 72.057381
Ag 23.607088 4.820418 -10.037468
Ag -12.768963 20.189418 21.025448
Ag 17.863501 37.266085 14.369109
Ag 48.495965 18.481752 63.182262
Ag 46.581436 3.112752 56.525923
Ag -5.110847 52.635084 65.401042
Ag 54.239552 30.435418 12.150329
Ag 25.521617 37.266085 63.182262
Ag 21.692559 6.528085 29.900567
Ag 37.008791 20.189418 7.712769
Ag -1.281789 27.020085 16.587888
Ag -3.196318 32.143085 63.182262
Ag -3.196318 9.943418 69.838602
Ag 38.923320 -10.548581 54.307144
Ag 23.607088 -3.717915 34.338126
Ag -5.110847 20.189418 23.244227
Ag 0.632740 44.096751 -12.256248
Ag 54.239552 -12.256248 23.244227
Ag 2.547269 44.096751 29.900567
Ag 40.837849 45.804418 52.088364
Ag 50.410494 30.435418 54.307144
Ag 42.752378 35.558418 21.025448
Ag -7.025376 33.850751 1.056430
Ag 54.239552 8.235752 3.275210
Ag 33.179733 8.235752 52.088364
Ag 44.666907 27.020085 25.463007
Ag 12.119914 -0.302582 47.650804
Ag -18.512550 33.850751 52.088364
Ag -5.110847 47.512084 52.088364
Ag 29.350675 11.651085 45.432025
Ag -16.598021 9.943418 43.213245
Ag 15.948972 23.604751 -10.037468
Ag 40.837849 8.235752 7.712769
Ag 6.376327 44.096751 38.775686
Ag -3.196318 42.389085 -12.256248
Ag 12.119914 18.481752 14.369109
Ag -7.025376 1.405085 14.369109
Ag 15.948972 40.681418 23.244227
Ag 6.376327 38.973751 -12.256248
Ag -1.281789 15.066418 34.338126
Ag -18.512550 35.558418 67.619822
Ag 4.461798 -5.425581 12.150329
Ag 21.692559 6.528085 -12.256248
Ag -12.768963 23.604751 60.963483
Ag 33.179733 25.312418 47.650804
Ag -16.598021 37.266085 60.963483
Ag 4.461798 -0.302582 67.619822
Ag 37.008791 32.143085 -12.256248
Ag -14.683492 28.727751 -3.381129
Ag -12.768963 13.358752 58.744703
Ag 44.666907 33.850751 -5.599909
Ag 33.179733 37.266085 74.276161
Ag 54.239552 44.096751 49.869584
Ag -1.281789 6.528085 49.869584
Ag 6.376327 -0.302582 47.650804
Ag 46.581436 -10.548581 36.556906
Ag -3.196318 52.635084 27.681787
Ag 8.290856 25.312418 49.869584
Ag 46.581436 54.342751 7.712769
Ag 33.179733 30.435418 27.681787
Ag 38.923320 50.927418 43.213245
Ag 14.034443 47.512084 38.775686
Ag 42.752378 -3.717915 34.338126
Ag 27.436146 -12.256248 49.869584
Ag 29.350675 -5.425581 -5.599909
Ag 37.008791 42.389085 54.307144
Ag -16.598021 -12.256248 56.525923
Ag 48.495965 33.850751 -12.256248
Ag 23.607088 23.604751 1.056430
Ag 12.119914 21.897085 7.712769
Ag 48.495965 32.143085 38.775686
Ag 54.239552 3.112752 63.182262
Ag -16.598021 13.358752 23.244227
Ag 33.179733 -12.256248 63.182262
Ag -1.281789 18.481752 7.712769
Ag -20.427079 -0.302582 60.963483
Ag 48.495965 18.481752 40.994465
Ag -16.598021 37.266085 72.057381
Ag 40.837849 42.389085 3.275210
Ag 2.547269 52.635084 52.088364
Ag 48.495965 42.389085 38.775686
Ag 10.205385 9.943418 49.869584
Ag 12.119914 50.927418 49.869584
Ag -18.512550 -10.548581 -3.381129
Ag 27.436146 33.850751 -10.037468
Ag 17.863501 -2.010248 16.587888
Ag 8.290856 50.927418 3.275210
Ag 50.410494 4.820418 74.276161
Ag 10.205385 6.528085 58.744703
Ag 46.581436 37.266085 45.432025
Ag -12.768963 20.189418 40.994465
Ag -3.196318 45.804418 38.775686
Ag 52.325023 3.112752 -7.818689
Ag 12.119914 -3.717915 72.057381
Ag 4.461798 -0.302582 12.150329
Ag 52.325023 45.804418 12.150329
Ag 6.376327 9.943418 -12.256248
Ag -7.025376 -5.425581 58.744703
Ag 42.752378 21.897085 -10.037468
Ag 25.521617 21.897085 56.525923
Ag 17.863501 44.096751 45.432025
Ag 25.521617 9.943418 69.838602
Ag -18.512550 -2.010248 25.463007
Ag -18.512550 38.973751 23.244227
Ag 17.863501 8.235752 40.994465
Ag 37.008791 52.635084 -5.599909
Ag 0.632740 47.512084 32.119346
Ag 21.692559 30.435418 27.681787
Ag 33.179733 42.389085 67.619822
Ag -16.598021 45.804418 69.838602
Ag 27.436146 45.804418 18.806668
Ag 40.837849 44.096751 69.838602
Ag 23.607088 25.312418 27.681787
Ag 40.837849 38.973751 14.369109
Ag 8.290856 23.604751 18.806668
Ag -18.512550 28.727751 27.681787
Ag 23.607088 25.312418 7.712769
Ag 27.436146 23.604751 56.525923
Ag 33.179733 1.405085 21.025448
Ag 50.410494 23.604751 65.401042
Ag -14.683492 1.405085 14.369109
Ag 8.290856 38.973751 67.619822
Ag 15.948972 -0.302582 56.525923
Ag 44.666907 27.020085 -1.162349
Ag 8.290856 -8.840915 27.681787
Ag 54.239552 3.112752 7.712769
Ag 2.547269 28.727751 56.525923
Ag 48.495965 32.143085 67.619822
Ag -8.939905 1.405085 56.525923
Ag 40.837849 9.943418 56.525923
Ag -7.025376 -5.425581 27.681787
Ag 27.436146 52.635084 5.493990
Ag -20.427079 -12.256248 5.493990
Ag 48.495965 49.219751 52.088364
Ag 33.179733 44.096751 7.712769
Ag 44.666907 -8.840915 18.806668
Ag -1.281789 42.389085 56.525923
Ag 42.752378 44.096751 67.619822
Ag -3.196318 15.066418 14.369109
Ag 52.325023 15.066418 -3.381129
Ag 38.923320 33.850751 63.182262
Ag 27.436146 -7.133248 9.931549
Ag 25.521617 44.096751 12.150329
Ag 38.923320 28.727751 36.556906
Ag 8.290856 35.558418 12.150329
Ag 46.581436 21.897085 27.681787
Ag -7.025376 38.973751 34.338126
Ag 2.547269 27.020085 58.744703
Ag 33.179733 20.189418 56.525923
Ag -12.768963 52.635084 23.244227
Ag 0.632740 1.405085 60.963483
Ag 15.948972 13.358752 18.806668
Ag 27.436146 9.943418 60.963483
Ag 19.778030 45.804418 21.025448
Ag 29.350675 37.266085 3.275210
Ag 31.265204 1.405085 52.088364
Ag 35.094262 1.405085 5.493990
Ag -7.025376 40.681418 -1.162349
Ag 37.008791 1.405085 47.650804
Ag 37.008791 25.312418 12.150329
Ag 52.325023 3.112752 60.963483
Ag 35.094262 20.189418 -1.162349
Ag 21.692559 8.235752 25.463007
Ag -7.025376 32.143085 36.556906
Ag -18.512550 30.435418 47.650804
Ag -12.768963 -7.133248 38.775686
Ag 37.008791 27.020085 67.619822
Ag 6.376327 49.219751 18.806668
Ag 12.119914 8.235752 7.712769
Ag 42.752378 18.481752 14.369109
Ag -5.110847 18.481752 52.088364
Ag -18.512550 35.558418 43.213245
Ag 29.350675 32.143085 27.681787
Ag 14.034443 1.405085 63.182262
Ag 6.376327 -0.302582 -5.599909
Ag 29.350675 38.973751 65.401042
Ag 25.521617 3.112752 23.244227
Ag 23.607088 35.558418 72.057381
Ag 10.205385 -8.840915 60.963483
Ag 44.666907 16.774085 5.493990
Ag 12.119914 33.850751 -1.162349
Ag 0.632740 20.189418 60.963483
Ag 50.410494 1.405085 58.744703
Ag -5.110847 6.528085 52.088364
Ag 25.521617 -2.010248 72.057381
Ag -12.768963 -2.010248 60.963483
Ag -8.939905 38.973751 18.806668
Ag 23.607088 40.681418 16.587888
Ag 37.008791 16.774085 65.401042
Ag 48.495965 40.681418 12.150329
Ag 50.410494 21.897085 -1.162349
Ag -20.427079 40.681418 60.963483
Ag -1.281789 45.804418 7.712769
Ag 19.778030 47.512084 67.619822
Ag -20.427079 25.312418 -12.256248
Ag 27.436146 27.020085 29.900567
Ag 0.632740 11.651085 74.276161
Ag 50.410494 11.651085 60.963483
Ag -3.196318 8.235752 45.432025
Ag -10.854434 49.219751 5.493990
Ag -18.512550 49.219751 12.150329
Ag 19.778030 37.266085 -12.256248
Ag 29.350675 -7.133248 56.525923
Ag -3.196318 47.512084 60.963483
Ag 0.632740 54.342751 54.307144
Ag -18.512550 28.727751 32.119346
Ag 23.607088 -2.010248 72.057381
Ag -16.598021 8.235752 14.369109
Ag 27.436146 23.604751 47.650804
Ag 40.837849 40.681418 43.213245
Ag -5.110847 38.973751 63.182262
Ag 29.350675 21.897085 43.213245
Ag 33.179733 32.143085 1.056430
Ag 46.581436 40.681418 12.150329
Ag 17.863501 -5.425581 3.275210
Ag 42.752378 -2.010248 -12.256248
Ag 6.376327 54.342751 45.432025
Ag -10.854434 23.604751 5.493990
Ag 21.692559 9.943418 18.806668
Ag 27.436146 28.727751 1.056430
Ag 52.325023 54.342751 21.025448
Ag 52.325023 33.850751 60.963483
Ag -7.025376 30.435418 56.525923
Ag 21.692559 -0.302582 -7.818689
Ag 52.325023 -12.256248 45.432025
Ag 4.461798 -2.010248 43.213245
Ag 8.290856 49.219751 74.276161
Ag 35.094262 27.020085 60.963483
Ag 50.410494 35.558418 9.931549
Ag 52.325023 52.635084 23.244227
Ag -3.196318 52.635084 5.493990
Ag -14.683492 37.266085 58.744703
Ag 0.632740 32.143085 29.900567
Ag 17.863501 28.727751 49.869584
Ag -8.939905 23.604751 54.307144
Ag 29.350675 44.096751 -1.162349
Ag -5.110847 30.435418 -7.818689
Ag 12.119914 3.112752 25.463007
Ag 42.752378 32.143085 -12.256248
Ag 37.008791 23.604751 67.619822
Ag 31.265204 38.973751 52.088364
Ag 17.863501 18.481752 69.838602
Ag 12.119914 25.312418 12.150329
Ag 15.948972 8.235752 25.463007
Ag 40.837849 52.635084 52.088364
Ag 40.837849 42.389085 21.025448
Ag -20.427079 13.358752 58.744703
Ag -8.939905 -3.717915 32.119346
Ag -18.512550 37.266085 29.900567
Ag 46.581436 -0.302582 36.556906
Ag 23.607088 45.804418 -10.037468
Ag 23.607088 30.435418 67.619822
Ag 52.325023 4.820418 67.619822
Ag -7.025376 49.219751 47.650804
Ag 42.752378 4.820418 58.744703
Ag 6.376327 49.219751 12.150329
Ag 25.521617 20.189418 36.556906
Ag 17.863501 25.312418 14.369109
Ag 33.179733 52.635084 38.775686
Ag 31.265204 25.312418 18.806668
Ag 17.863501 30.435418 52.088364
Ag 29.350675 11.651085 -3.381129
Ag 23.607088 -8.840915 3.275210
Ag 10.205385 28.727751 52.088364
Ag 27.436146 18.481752 16.587888
Ag 12.119914 16.774085 40.994465
Ag 14.034443 54.342751 40.994465
Ag 44.666907 -5.425581 16.587888
Ag 2.547269 35.558418 29.900567
Ag 2.547269 23.604751 3.275210
Ag 54.239552 40.681418 34.338126
Ag 48.495965 -0.302582 49.869584
Ag 54.239552 45.804418 -5.599909
Ag 52.325023 30.435418 12.150329
Ag 38.923320 8.235752 18.806668
Ag -8.939905 13.358752 69.838602
Ag -3.196318 49.219751 63.182262
Ag -5.110847 52.635084 16.587888
Ag 40.837849 11.651085 29.900567
Ag 10.205385 23.604751 54.307144
Ag 25.521617 15.066418 72.057381
Ag -8.939905 49.219751 67.619822
Ag 48.495965 -7.133248 63.182262
Ag 21.692559 32.143085 45.432025
Ag -7.025376 32.143085 56.525923
Ag 17.863501 44.096751 23.244227
Ag -7.025376 47.512084 23.244227
Ag 4.461798 -7.133248 60.963483
Ag 21.692559 45.804418 12.150329
Ag 8.290856 -3.717915 3.275210
Ag 35.094262 54.342751 45.432025
Ag 12.119914 -7.133248 12.150329
Ag -16.598021 45.804418 60.963483
Ag -8.939905 44.096751 47.650804
Ag 48.495965 32.143085 -3.381129
Ag 15.948972 16.774085 -5.599909
Ag 10.205385 54.342751 -3.381129
Ag 14.034443 32.143085 72.057381
Ag -8.939905 9.943418 40.994465
Ag 48.495965 30.435418 29.900567
Ag 46.581436 33.850751 63.182262
Ag -16.598021 45.804418 34.338126
Ag -18.512550 3.112752 56.525923
Ag 23.607088 13.358752 12.150329
Ag 10.205385 3.112752 52.088364
Ag 48.495965 21.897085 67.619822
Ag -14.683492 -5.425581 12.150329
Ag 17.863501 6.528085 56.525923
Ag 21.692559 25.312418 -12.256248
Ag 14.034443 42.389085 34.338126
Ag 8.290856 47.512084 58.744703
Ag -10.854434 47.512084 65.401042
Ag 44.666907 18.481752 -5.599909
Ag -20.427079 33.850751 40.994465
Ag -10.854434 1.405085 38.775686
Ag -7.025376 -7.133248 60.963483
Ag -1.281789 -7.133248 -5.599909
Ag 15.948972 18.481752 25.463007
Ag 23.607088 -7.133248 47.650804
Ag -12.768963 42.389085 60.963483
Ag 27.436146 -12.256248 45.432025
Ag 50.410494 38.973751 -5.599909
Ag 50.410494 32.143085 1.056430
Ag 35.094262 11.651085 23.244227
Ag 17.863501 -10.548581 21.025448
Ag 21.692559 23.604751 -7.818689
Ag 40.837849 4.820418 -12.256248
Ag 44.666907 38.973751 49.869584
Ag -12.768963 44.096751 -7.818689
Ag 50.410494 47.512084 54.307144
Ag 23.607088 6.528085 29.900567
Ag 48.495965 42.389085 63.182262
