4000
generated by VMD
Au 31.265204 27.020085 21.025448
Au 44.666907 33.850751 69.838602
Au 42.752378 -2.010248 34.338126
Au -16.598021 9.943418 74.276161
Au -8.939905 8.235752 27.681787
Au 19.778030 15.066418 9.931549
Au 23.607088 27.020085 38.775686
Au 42.752378 18.481752 18.806668
Au 23.607088 11.651085 21.025448
Au 37.008791 32.143085 54.307144
Au 46.581436 47.512084 47.650804
Au 27.436146 -5.425581 7.712769
Au 52.325023 40.681418 69.838602
Au 8.290856 50.927418 27.681787
Au -14.683492 -7.133248 74.276161
Au 25.521617 -3.717915 25.463007
Au 23.607088 1.405085 12.150329
Au -18.512550 25.312418 63.182262
Au -14.683492 33.850751 -1.162349
Au 12.119914 40.681418 34.338126
Au -12.768963 23.604751 27.681787
Au -7.025376 -10.548581 72.057381
Au 8.290856 32.143085 36.556906
Au 29.350675 23.604751 7.712769
Au 35.094262 -7.133248 29.900567
Au 6.376327 42.389085 74.276161
Au 48.495965 3.112752 49.869584
Au 33.179733 23.604751 34.338126
Au 27.436146 50.927418 74.276161
Au 42.752378 38.973751 -1.162349
Au -12.768963 16.774085 38.775686
Au -3.196318 9.943418 63.182262
Au 52.325023 44.096751 18.806668
Au -3.196318 50.927418 65.401042
Au 37.008791 52.635084 9.931549
Au 15.948972 -5.425581 -1.162349
Au -7.025376 47.512084 27.681787
Au 35.094262 33.850751 27.681787
Au 27.436146 16.774085 25.463007
Au 37.008791 3.112752 52.088364
Au 23.607088 23.604751 72.057381
Au 54.239552 1.405085 32.119346
Au -10.854434 8.235752 23.244227
Au -10.854434 52.635084 -7.818689
Au 37.008791 20.189418 49.869584
Au 8.290856 21.897085 -3.381129
Au 27.436146 20.189418 -7.818689
Au -5.110847 -3.717915 58.744703
Au -20.427079 25.312418 45.432025
Au 21.692559 -10.548581 9.931549
Au 42.752378 -7.133248 18.806668
Au 29.350675 23.604751 69.838602
Au 14.034443 42.389085 25.463007
Au 46.581436 -8.840915 65.401042
Au 15.948972 38.973751 -10.037468
Au -7.025376 54.342751 34.338126
Au -7.025376 9.943418 18.806668
Au 37.008791 -5.425581 -1.162349
Au 4.461798 16.774085 49.869584
Au -20.427079 15.066418 56.525923
Au -10.854434 -2.010248 65.401042
Au 8.290856 42.389085 72.057381
Au -10.854434 54.342751 72.057381
Au -7.025376 47.512084 72.057381
Au 4.461798 37.266085 1.056430
Au 46.581436 16.774085 -5.599909
Au -7.025376 16.774085 65.401042
Au 35.094262 8.235752 27.681787
Au 6.376327 -10.548581 72.057381
Au 38.923320 3.112752 43.213245
Au 8.290856 40.681418 40.994465
Au 12.119914 -8.840915 45.432025
Au 31.265204 28.727751 43.213245
Au 12.119914 44.096751 9.931549
Au 29.350675 45.804418 43.213245
Au 33.179733 32.143085 -12.256248
Au 15.948972 4.820418 25.463007
Au 8.290856 30.435418 18.806668
Au 29.350675 40.681418 47.650804
Au 4.461798 3.112752 67.619822
Au 0.632740 25.312418 65.401042
Au -7.025376 18.481752 43.213245
Au -20.427079 13.358752 -1.162349
Au 0.632740 20.189418 7.712769
Au -20.427079 8.235752 1.056430
Au 33.179733 25.312418 36.556906
Au 38.923320 42.389085 69.838602
Au 37.008791 38.973751 56.525923
Au -20.427079 21.897085 1.056430
Au 29.350675 21.897085 40.994465
Au 21.692559 3.112752 1.056430
Au 42.752378 -3.717915 -1.162349
Au -7.025376 -3.717915 9.931549
Au 12.119914 20.189418 3.275210
Au 15.948972 32.143085 38.775686
Au 17.863501 54.342751 36.556906
Au 8.290856 3.112752 65.401042
Au 21.692559 13.358752 45.432025
Au 17.863501 8.235752 69.838602
Au 52.325023 54.342751 36.556906
Au 19.778030 1.405085 65.401042
Au 19.778030 37.266085 23.244227
Au 33.179733 30.435418 54.307144
Au -1.281789 18.481752 -10.037468
Au 17.863501 -3.717915 18.806668
Au 40.837849 44.096751 -7.818689
Au 19.778030 -3.717915 5.493990
Au 17.863501 52.635084 65.401042
Au 29.350675 33.850751 29.900567
Au 31.265204 32.143085 54.307144
Au 35.094262 15.066418 52.088364
Au 44.666907 38.973751 36.556906
Au 8.290856 15.066418 29.900567
Au 2.547269 9.943418 3.275210
Au 48.495965 9.943418 40.994465
Au -3.196318 -2.010248 -7.818689
Au 14.034443 18.481752 -7.818689
Au 54.239552 30.435418 32.119346
Au -18.512550 6.528085 18.806668
Au 12.119914 -12.256248 72.057381
Au 21.692559 9.943418 12.150329
Au 38.923320 -12.256248 32.119346
Au -16.598021 44.096751 7.712769
Au 0.632740 30.435418 -10.037468
Au 54.239552 23.604751 21.025448
Au 27.436146 25.312418 3.275210
Au 21.692559 32.143085 12.150329
Au 27.436146 -0.302582 58.744703
Au 12.119914 42.389085 9.931549
Au -16.598021 25.312418 3.275210
Au -10.854434 23.604751 69.838602
Au 50.410494 15.066418 58.744703
Au 37.008791 42.389085 25.463007
Au 27.436146 -2.010248 60.963483
Au 10.205385 45.804418 65.401042
Au 2.547269 20.189418 63.182262
Au 52.325023 47.512084 9.931549
Au 2.547269 23.604751 56.525923
Au -7.025376 27.020085 -7.818689
Au 48.495965 -5.425581 52.088364
Au 44.666907 -0.302582 63.182262
Au 54.239552 16.774085 -5.599909
Au -16.598021 6.528085 27.681787
Au -14.683492 42.389085 1.056430
Au 14.034443 21.897085 -10.037468
Au 38.923320 52.635084 63.182262
Au 12.119914 32.143085 -7.818689
Au 4.461798 37.266085 65.401042
Au 52.325023 21.897085 38.775686
Au 8.290856 47.512084 14.369109
Au 27.436146 11.651085 -7.818689
Au 0.632740 38.973751 3.275210
Au 46.581436 4.820418 56.525923
Au -20.427079 -8.840915 12.150329
Au 21.692559 -10.548581 18.806668
Au 17.863501 -2.010248 65.401042
Au 40.837849 -3.717915 23.244227
Au -14.683492 6.528085 5.493990
Au 15.948972 -3.717915 74.276161
Au 44.666907 42.389085 65.401042
Au 17.863501 38.973751 21.025448
Au -3.196318 6.528085 67.619822
Au 25.521617 27.020085 18.806668
Au 10.205385 38.973751 43.213245
Au -10.854434 -12.256248 47.650804
Au 54.239552 9.943418 3.275210
Au 33.179733 8.235752 69.838602
Au 40.837849 30.435418 52.088364
Au 48.495965 16.774085 5.493990
Au 19.778030 -10.548581 9.931549
Au -10.854434 -5.425581 14.369109
Au 25.521617 6.528085 -5.599909
Au 25.521617 40.681418 40.994465
Au 48.495965 21.897085 65.401042
Au 17.863501 9.943418 45.432025
Au -16.598021 16.774085 69.838602
Au 10.205385 32.143085 74.276161
Au 42.752378 13.358752 56.525923
Au 48.495965 4.820418 45.432025
Au 40.837849 15.066418 23.244227
Au 29.350675 32.143085 5.493990
Au -14.683492 21.897085 65.401042
Au 15.948972 21.897085 -7.818689
Au -12.768963 33.850751 32.119346
Au -20.427079 47.512084 12.150329
Au 35.094262 23.604751 60.963483
Au 21.692559 4.820418 40.994465
Au -7.025376 40.681418 60.963483
Au 33.179733 -0.302582 34.338126
Au 29.350675 -0.302582 3.275210
Au 19.778030 32.143085 12.150329
Au 27.436146 -3.717915 65.401042
Au -10.854434 25.312418 69.838602
Au 14.034443 27.020085 25.463007
Au 29.350675 3.112752 5.493990
Au 10.205385 40.681418 1.056430
Au 31.265204 37.266085 34.338126
Au -10.854434 16.774085 27.681787
Au 23.607088 20.189418 27.681787
Au 37.008791 -5.425581 74.276161
Au -7.025376 27.020085 52.088364
Au 44.666907 -12.256248 16.587888
Au 21.692559 18.481752 65.401042
Au -7.025376 -8.840915 69.838602
Au 23.607088 21.897085 74.276161
Au 4.461798 16.774085 63.182262
Au 19.778030 9.943418 36.556906
Au 46.581436 27.020085 21.025448
Au -10.854434 23.604751 29.900567
Au -14.683492 45.804418 32.119346
Au 46.581436 11.651085 72.057381
Au -16.598021 8.235752 18.806668
Au 44.666907 35.558418 21.025448
Au 21.692559 -8.840915 5.493990
Au 46.581436 32.143085 16.587888
Au 0.632740 3.112752 -7.818689
Au 33.179733 35.558418 14.369109
Au 33.179733 45.804418 27.681787
Au -16.598021 49.219751 65.401042
Au 33.179733 20.189418 54.307144
Au 19.778030 15.066418 21.025448
Au 31.265204 45.804418 65.401042
Au 15.948972 15.066418 49.869584
Au -12.768963 20.189418 69.838602
Au -16.598021 6.528085 52.088364
Au 25.521617 42.389085 60.963483
Au 42.752378 37.266085 49.869584
Au 54.239552 1.405085 27.681787
Au 37.008791 38.973751 18.806668
Au 2.547269 42.389085 -10.037468
Au 23.607088 52.635084 74.276161
Au 31.265204 -10.548581 5.493990
Au 17.863501 33.850751 60.963483
Au -3.196318 6.528085 32.119346
Au -5.110847 21.897085 -7.818689
Au -20.427079 -8.840915 -10.037468
Au 48.495965 4.820418 9.931549
Au 8.290856 33.850751 -5.599909
Au 12.119914 3.112752 -1.162349
Au 42.752378 1.405085 32.119346
Au 21.692559 8.235752 -3.381129
Au 29.350675 -5.425581 -7.818689
Au -14.683492 37.266085 36.556906
Au 37.008791 47.512084 38.775686
Au 19.778030 23.604751 58.744703
Au 10.205385 45.804418 23.244227
Au 23.607088 42.389085 32.119346
Au 4.461798 6.528085 25.463007
Au -16.598021 37.266085 49.869584
Au 8.290856 23.604751 1.056430
Au 35.094262 38.973751 45.432025
Au -18.512550 40.681418 23.244227
Au 46.581436 -12.256248 69.838602
Au -8.939905 9.943418 21.025448
Au 6.376327 35.558418 32.119346
Au 14.034443 40.681418 47.650804
Au 40.837849 20.189418 -5.599909
Au -20.427079 25.312418 36.556906
Au 44.666907 37.266085 49.869584
Au 15.948972 44.096751 72.057381
Au 4.461798 4.820418 14.369109
Au 15.948972 -7.133248 21.025448
Au 44.666907 9.943418 56.525923
Au 6.376327 1.405085 47.650804
Au 19.778030 9.943418 1.056430
Au -5.110847 40.681418 27.681787
Au -20.427079 33.850751 72.057381
Au 27.436146 33.850751 1.056430
Au 37.008791 -8.840915 -10.037468
Au -5.110847 9.943418 56.525923
Au -5.110847 50.927418 54.307144
Au 19.778030 11.651085 -3.381129
Au -18.512550 3.112752 34.338126
Au 35.094262 49.219751 7.712769
Au 48.495965 16.774085 21.025448
Au 15.948972 11.651085 38.775686
Au -18.512550 -10.548581 -1.162349
Au -1.281789 -10.548581 18.806668
Au -1.281789 23.604751 27.681787
Au 52.325023 44.096751 3.275210
Au -18.512550 44.096751 18.806668
Au 37.008791 -0.302582 38.775686
Au 23.607088 -5.425581 27.681787
Au -7.025376 44.096751 74.276161
Au 35.094262 -7.133248 40.994465
Au 0.632740 30.435418 23.244227
Au 31.265204 -2.010248 36.556906
Au 2.547269 11.651085 60.963483
Au 0.632740 4.820418 27.681787
Au 6.376327 52.635084 34.338126
Au -18.512550 -5.425581 43.213245
Au 12.119914 9.943418 18.806668
Au 38.923320 16.774085 54.307144
Au 33.179733 -7.133248 34.338126
Au 31.265204 3.112752 -1.162349
Au 42.752378 35.558418 -10.037468
Au 52.325023 25.312418 9.931549
Au 31.265204 -12.256248 45.432025
Au -18.512550 -7.133248 21.025448
Au 8.290856 49.219751 25.463007
Au -7.025376 -0.302582 56.525923
Au 40.837849 4.820418 -1.162349
Au 44.666907 -5.425581 -5.599909
Au -18.512550 -0.302582 -5.599909
Au 8.290856 30.435418 34.338126
Au 52.325023 -2.010248 60.963483
Au 54.239552 18.481752 52.088364
Au -1.281789 -5.425581 -5.599909
Au 2.547269 -3.717915 40.994465
Au 48.495965 -3.717915 7.712769
Au -5.110847 -7.133248 49.869584
Au 2.547269 50.927418 25.463007
Au 19.778030 6.528085 32.119346
Au 50.410494 -8.840915 5.493990
Au -12.768963 1.405085 -7.818689
Au -1.281789 35.558418 23.244227
Au 12.119914 1.405085 45.432025
Au 48.495965 18.481752 16.587888
Au 29.350675 21.897085 -3.381129
Au 40.837849 -7.133248 74.276161
Au 6.376327 1.405085 -5.599909
Au 31.265204 18.481752 -1.162349
Au 48.495965 16.774085 34.338126
Au 15.948972 33.850751 65.401042
Au 2.547269 8.235752 69.838602
Au 42.752378 16.774085 74.276161
Au -18.512550 28.727751 40.994465
Au 52.325023 32.143085 54.307144
Au -12.768963 1.405085 63.182262
Au 19.778030 25.312418 36.556906
Au 4.461798 32.143085 9.931549
Au -10.854434 20.189418 -3.381129
Au 44.666907 -8.840915 54.307144
Au 54.239552 28.727751 -7.818689
Au 21.692559 1.405085 65.401042
Au 2.547269 8.235752 12.150329
Au -20.427079 45.804418 54.307144
Au 46.581436 44.096751 9.931549
Au 40.837849 6.528085 -12.256248
Au 37.008791 54.342751 -12.256248
Au -3.196318 21.897085 -3.381129
Au -8.939905 13.358752 32.119346
Au -16.598021 30.435418 49.869584
Au 50.410494 -10.548581 -10.037468
Au -8.939905 35.558418 58.744703
Au 54.239552 21.897085 9.931549
Au -7.025376 -3.717915 69.838602
Au 33.179733 4.820418 -10.037468
Au 10.205385 38.973751 32.119346
Au 38.923320 1.405085 58.744703
Au 10.205385 9.943418 40.994465
Au 46.581436 9.943418 65.401042
Au -3.196318 -3.717915 32.119346
Au 25.521617 9.943418 54.307144
Au -18.512550 37.266085 -3.381129
Au -8.939905 25.312418 54.307144
Au 0.632740 40.681418 3.275210
Au -7.025376 45.804418 74.276161
Au -14.683492 15.066418 7.712769
Au -16.598021 33.850751 32.119346
Au 37.008791 -12.256248 12.150329
Au 37.008791 30.435418 5.493990
Au 31.265204 27.020085 -1.162349
Au -10.854434 54.342751 1.056430
Au 0.632740 30.435418 74.276161
Au 6.376327 8.235752 -12.256248
Au 15.948972 44.096751 -3.381129
Au 31.265204 8.235752 7.712769
Au 37.008791 -0.302582 7.712769
Au 31.265204 -8.840915 16.587888
Au 14.034443 45.804418 67.619822
Au -14.683492 13.358752 18.806668
Au 29.350675 30.435418 36.556906
Au 15.948972 30.435418 -5.599909
Au 31.265204 13.358752 14.369109
Au 12.119914 15.066418 -12.256248
Au 37.008791 3.112752 40.994465
Au -3.196318 4.820418 52.088364
Au -7.025376 16.774085 3.275210
Au -10.854434 38.973751 12.150329
Au 44.666907 32.143085 29.900567
Au 46.581436 49.219751 12.150329
Au -8.939905 23.604751 69.838602
Au 42.752378 25.312418 -1.162349
Au 0.632740 -2.010248 58.744703
Au -7.025376 11.651085 27.681787
Au 37.008791 -8.840915 -7.818689
Au 50.410494 -2.010248 52.088364
Au 37.008791 -8.840915 69.838602
Au 48.495965 -10.548581 54.307144
Au -7.025376 28.727751 54.307144
Au 48.495965 13.358752 5.493990
Au 42.752378 32.143085 25.463007
Au 48.495965 6.528085 -10.037468
Au 54.239552 3.112752 54.307144
Au 44.666907 6.528085 60.963483
Au 52.325023 11.651085 36.556906
Au 31.265204 38.973751 12.150329
Au -1.281789 -12.256248 -7.818689
Au -10.854434 30.435418 25.463007
Au 52.325023 37.266085 3.275210
Au 46.581436 -8.840915 52.088364
Au 50.410494 44.096751 56.525923
Au 37.008791 49.219751 67.619822
Au 10.205385 9.943418 36.556906
Au -18.512550 4.820418 72.057381
Au -5.110847 40.681418 43.213245
Au 40.837849 49.219751 65.401042
Au 33.179733 1.405085 43.213245
Au -8.939905 -7.133248 74.276161
Au 0.632740 -2.010248 72.057381
Au 31.265204 -5.425581 43.213245
Au 54.239552 20.189418 9.931549
Au 14.034443 33.850751 18.806668
Au -20.427079 23.604751 -1.162349
Au 25.521617 16.774085 23.244227
Au 0.632740 -3.717915 12.150329
Au 14.034443 -0.302582 21.025448
Au 15.948972 11.651085 40.994465
Au -20.427079 -7.133248 -3.381129
Au -3.196318 37.266085 -1.162349
Au 52.325023 16.774085 5.493990
Au 6.376327 8.235752 7.712769
Au -10.854434 3.112752 9.931549
Au -5.110847 32.143085 69.838602
Au 2.547269 52.635084 74.276161
Au -14.683492 30.435418 -12.256248
Au 4.461798 42.389085 5.493990
Au 46.581436 40.681418 38.775686
Au 21.692559 -8.840915 34.338126
Au 54.239552 42.389085 3.275210
Au 10.205385 -10.548581 9.931549
Au 4.461798 32.143085 54.307144
Au -20.427079 20.189418 1.056430
Au 37.008791 35.558418 58.744703
Au 27.436146 35.558418 36.556906
Au -3.196318 -10.548581 69.838602
Au -8.939905 18.481752 -12.256248
Au 21.692559 9.943418 -5.599909
Au 38.923320 21.897085 29.900567
Au 14.034443 27.020085 74.276161
Au 44.666907 44.096751 -10.037468
Au -12.768963 47.512084 34.338126
Au 0.632740 21.897085 56.525923
Au 27.436146 42.389085 60.963483
Au 44.666907 33.850751 7.712769
Au -8.939905 30.435418 25.463007
Au 52.325023 54.342751 32.119346
Au 6.376327 44.096751 52.088364
Au 35.094262 33.850751 54.307144
Au 42.752378 45.804418 63.182262
Au -8.939905 -2.010248 21.025448
Au 8.290856 11.651085 43.213245
Au -18.512550 25.312418 67.619822
Au 44.666907 20.189418 7.712769
Au 29.350675 37.266085 -12.256248
Au 23.607088 52.635084 32.119346
Au -3.196318 40.681418 74.276161
Au 21.692559 11.651085 21.025448
Au 44.666907 15.066418 38.775686
Au 37.008791 27.020085 -12.256248
Au 44.666907 52.635084 3.275210
Au 12.119914 18.481752 49.869584
Au -5.110847 42.389085 16.587888
Au 6.376327 52.635084 16.587888
Au 4.461798 33.850751 -7.818689
Au 15.948972 30.435418 63.182262
Au 31.265204 3.112752 34.338126
Au 19.778030 -5.425581 -1.162349
Au 0.632740 20.189418 25.463007
Au 0.632740 49.219751 43.213245
Au 31.265204 -8.840915 58.744703
Au -12.768963 20.189418 65.401042
Au 46.581436 54.342751 -12.256248
Au -3.196318 20.189418 47.650804
Au 8.290856 38.973751 -12.256248
Au 19.778030 16.774085 7.712769
Au -14.683492 8.235752 9.931549
Ag 44.666907 6.528085 18.806668
Ag -16.598021 38.973751 32.119346
Ag -5.110847 23.604751 -7.818689
Ag 10.205385 30.435418 5.493990
Ag 25.521617 30.435418 43.213245
Ag -3.196318 30.435418 -1.162349
Ag 40.837849 -3.717915 63.182262
Ag -16.598021 38.973751 -10.037468
Ag 37.008791 16.774085 25.463007
Ag 52.325023 50.927418 45.432025
Ag -5.110847 40.681418 47.650804
Ag 33.179733 1.405085 3.275210
Ag 12.119914 38.973751 67.619822
Ag -7.025376 50.927418 38.775686
Ag -18.512550 27.020085 69.838602
Ag 0.632740 -10.548581 -10.037468
Ag -10.854434 40.681418 38.775686
Ag 15.948972 54.342751 56.525923
Ag -7.025376 27.020085 -12.256248
Ag 37.008791 37.266085 65.401042
Ag 23.607088 50.927418 65.401042
Ag 35.094262 3.112752 32.119346
Ag 14.034443 47.512084 43.213245
Ag 2.547269 20.189418 14.369109
Ag 37.008791 27.020085 63.182262
Ag 54.239552 -7.133248 12.150329
Ag 19.778030 4.820418 47.650804
Ag 27.436146 4.820418 1.056430
Ag 6.376327 11.651085 54.307144
Ag 23.607088 42.389085 -10.037468
Ag -18.512550 49.219751 58.744703
Ag 42.752378 8.235752 29.900567
Ag 46.581436 45.804418 1.056430
Ag 6.376327 52.635084 45.432025
Ag -10.854434 8.235752 43.213245
Ag 42.752378 45.804418 72.057381
Ag 17.863501 50.927418 -5.599909
Ag -8.939905 47.512084 23.244227
Ag 17.863501 1.405085 52.088364
Ag 12.119914 32.143085 72.057381
Ag 48.495965 52.635084 29.900567
Ag 0.632740 -10.548581 38.775686
Ag -12.768963 25.312418 14.369109
Ag 46.581436 37.266085 -5.599909
Ag 15.948972 27.020085 14.369109
Ag -8.939905 27.020085 47.650804
Ag 54.239552 -7.133248 69.838602
Ag -8.939905 47.512084 60.963483
Ag -12.768963 -12.256248 3.275210
Ag 12.119914 20.189418 67.619822
Ag 29.350675 47.512084 -3.381129
Ag 44.666907 40.681418 34.338126
Ag 37.008791 -8.840915 -10.037468
Ag 12.119914 4.820418 47.650804
Ag 8.290856 15.066418 34.338126
Ag 33.179733 9.943418 -12.256248
Ag 19.778030 -12.256248 67.619822
Ag 42.752378 3.112752 52.088364
Ag -14.683492 32.143085 54.307144
Ag -18.512550 -0.302582 3.275210
Ag 31.265204 11.651085 34.338126
Ag 17.863501 3.112752 -12.256248
Ag 42.752378 -2.010248 52.088364
Ag 48.495965 9.943418 21.025448
Ag -3.196318 44.096751 72.057381
Ag 0.632740 21.897085 18.806668
Ag -14.683492 47.512084 29.900567
Ag 27.436146 23.604751 23.244227
Ag -20.427079 33.850751 58.744703
Ag 40.837849 20.189418 65.401042
Ag 44.666907 44.096751 45.432025
Ag 40.837849 -8.840915 43.213245
Ag -8.939905 37.266085 12.150329
Ag 38.923320 -0.302582 9.931549
Ag -5.110847 15.066418 -7.818689
Ag 29.350675 32.143085 23.244227
Ag 52.325023 44.096751 34.338126
Ag -3.196318 40.681418 65.401042
Ag 15.948972 4.820418 58.744703
Ag 23.607088 40.681418 5.493990
Ag 0.632740 -2.010248 9.931549
Ag 52.325023 20.189418 52.088364
Ag 35.094262 4.820418 60.963483
Ag 48.495965 28.727751 52.088364
Ag 42.752378 -12.256248 -10.037468
Ag 27.436146 50.927418 29.900567
Ag 25.521617 11.651085 -7.818689
Ag -16.598021 40.681418 36.556906
Ag -12.768963 40.681418 3.275210
Ag 23.607088 -3.717915 69.838602
Ag 2.547269 38.973751 23.244227
Ag 54.239552 4.820418 34.338126
Ag -14.683492 30.435418 -12.256248
Ag 23.607088 50.927418 3.275210
Ag -7.025376 -10.548581 32.119346
Ag 31.265204 -5.425581 9.931549
Ag 2.547269 -8.840915 -10.037468
Ag 19.778030 3.112752 1.056430
Ag -20.427079 32.143085 72.057381
Ag 33.179733 -3.717915 36.556906
Ag 21.692559 33.850751 65.401042
Ag -7.025376 27.020085 23.244227
Ag 48.495965 -2.010248 1.056430
Ag -12.768963 23.604751 27.681787
Ag 12.119914 9.943418 47.650804
Ag 33.179733 -10.548581 5.493990
Ag 15.948972 6.528085 36.556906
Ag 38.923320 -12.256248 21.025448
Ag 54.239552 -8.840915 74.276161
Ag 48.495965 47.512084 45.432025
Ag 23.607088 49.219751 25.463007
Ag 46.581436 40.681418 -12.256248
Ag 37.008791 50.927418 -3.381129
Ag 10.205385 25.312418 -1.162349
Ag -20.427079 11.651085 -1.162349
Ag 0.632740 3.112752 1.056430
Ag -10.854434 37.266085 1.056430
Ag 40.837849 -3.717915 36.556906
Ag 33.179733 27.020085 34.338126
Ag -18.512550 40.681418 -10.037468
Ag -20.427079 -0.302582 7.712769
Ag 15.948972 4.820418 29.900567
Ag 17.863501 -5.425581 54.307144
Ag -7.025376 28.727751 58.744703
Ag 8.290856 -7.133248 23.244227
Ag 12.119914 -3.717915 74.276161
Ag 48.495965 50.927418 40.994465
Ag 17.863501 50.927418 67.619822
Ag -5.110847 1.405085 63.182262
Ag 10.205385 44.096751 65.401042
Ag 50.410494 35.558418 43.213245
Ag -12.768963 32.143085 -12.256248
Ag 52.325023 11.651085 25.463007
Ag 54.239552 50.927418 -12.256248
Ag 12.119914 23.604751 -5.599909
Ag 40.837849 -10.548581 16.587888
Ag 46.581436 -12.256248 43.213245
Ag 38.923320 -2.010248 43.213245
Ag 10.205385 -0.302582 34.338126
Ag 10.205385 -8.840915 65.401042
Ag -12.768963 1.405085 45.432025
Ag -5.110847 44.096751 27.681787
Ag -16.598021 -3.717915 18.806668
Ag 23.607088 -3.717915 36.556906
Ag -18.512550 40.681418 34.338126
Ag 48.495965 47.512084 -10.037468
Ag 42.752378 20.189418 1.056430
Ag 27.436146 30.435418 58.744703
Ag -12.768963 42.389085 29.900567
Ag -3.196318 27.020085 38.775686
Ag -18.512550 45.804418 58.744703
Ag -12.768963 23.604751 -5.599909
Ag 35.094262 35.558418 65.401042
Ag -5.110847 16.774085 36.556906
Ag -8.939905 8.235752 58.744703
Ag 0.632740 -7.133248 1.056430
Ag 6.376327 3.112752 7.712769
Ag 52.325023 -5.425581 29.900567
Ag 8.290856 -7.133248 54.307144
Ag 29.350675 32.143085 58.744703
Ag 25.521617 1.405085 9.931549
Ag 10.205385 38.973751 54.307144
Ag -14.683492 38.973751 54.307144
Ag 54.239552 -0.302582 -3.381129
Ag -20.427079 13.358752 29.900567
Ag 50.410494 32.143085 60.963483
Ag 15.948972 13.358752 63.182262
Ag 25.521617 33.850751 40.994465
Ag -1.281789 -0.302582 34.338126
Ag 38.923320 38.973751 -10.037468
Ag -18.512550 20.189418 5.493990
Ag 44.666907 -8.840915 63.182262
Ag 2.547269 -7.133248 65.401042
Ag 25.521617 -10.548581 43.213245
Ag 37.008791 8.235752 72.057381
Ag 14.034443 52.635084 -7.818689
Ag 38.923320 11.651085 -3.381129
Ag 21.692559 42.389085 38.775686
Ag 52.325023 6.528085 67.619822
Ag 23.607088 35.558418 74.276161
Ag 52.325023 52.635084 58.744703
Ag 23.607088 37.266085 3.275210
Ag 23.607088 27.020085 29.900567
Ag -20.427079 -8.840915 47.650804
Ag 33.179733 23.604751 9.931549
Ag 6.376327 23.604751 43.213245
Ag -7.025376 -0.302582 3.275210
Ag 52.325023 -8.840915 -1.162349
Ag 23.607088 15.066418 74.276161
Ag 21.692559 8.235752 32.119346
Ag 54.239552 -2.010248 65.401042
Ag 0.632740 35.558418 12.150329
Ag -20.427079 23.604751 3.275210
Ag 44.666907 -2.010248 54.307144
Ag -20.427079 30.435418 7.712769
Ag -3.196318 -8.840915 18.806668
Ag 40.837849 27.020085 58.744703
Ag 4.461798 32.143085 36.556906
Ag 35.094262 6.528085 36.556906
Ag -12.768963 25.312418 18.806668
Ag 6.376327 30.435418 3.275210
Ag -1.281789 15.066418 52.088364
Ag -20.427079 -2.010248 23.244227
Ag 29.350675 -5.425581 45.432025
Ag -14.683492 9.943418 74.276161
Ag -14.683492 30.435418 72.057381
Ag -1.281789 28.727751 9.931549
Ag 15.948972 52.635084 12.150329
Ag 25.521617 52.635084 21.025448
Ag 4.461798 6.528085 36.556906
Ag -14.683492 16.774085 29.900567
Ag 2.547269 33.850751 52.088364
Ag 8.290856 40.681418 23.244227
Ag -18.512550 11.651085 43.213245
Ag 19.778030 4.820418 -12.256248
Ag 33.179733 6.528085 23.244227
Ag 19.778030 -10.548581 7.712769
Ag -7.025376 18.481752 -7.818689
Ag 40.837849 25.312418 9.931549
Ag 31.265204 6.528085 -7.818689
Ag 23.607088 13.358752 36.556906
Ag -14.683492 3.112752 32.119346
Ag 54.239552 -3.717915 18.806668
Ag 40.837849 42.389085 52.088364
Ag 25.521617 28.727751 56.525923
Ag 4.461798 52.635084 29.900567
Ag 8.290856 8.235752 18.806668
Ag 35.094262 33.850751 23.244227
Ag -18.512550 -2.010248 38.775686
Ag -18.512550 -2.010248 67.619822
Ag -10.854434 28.727751 7.712769
Ag 31.265204 -10.548581 29.900567
Ag 23.607088 27.020085 -7.818689
Ag 40.837849 27.020085 25.463007
Ag 27.436146 -0.302582 25.463007
Ag 15.948972 23.604751 74.276161
Ag -8.939905 35.558418 43.213245
Ag 25.521617 21.897085 1.056430
Ag 12.119914 20.189418 32.119346
Ag 6.376327 40.681418 12.150329
Ag 14.034443 50.927418 60.963483
Ag 2.547269 44.096751 74.276161
Ag 31.265204 38.973751 32.119346
Ag 44.666907 21.897085 18.806668
Ag 50.410494 38.973751 -7.818689
Ag 17.863501 50.927418 14.369109
Ag 42.752378 9.943418 9.931549
Ag 4.461798 18.481752 56.525923
Ag -20.427079 6.528085 18.806668
Ag -7.025376 8.235752 21.025448
Ag 19.778030 18.481752 -5.599909
Ag 33.179733 52.635084 67.619822
Ag 0.632740 33.850751 5.493990
Ag 25.521617 3.112752 7.712769
Ag 6.376327 38.973751 -3.381129
Ag 10.205385 32.143085 69.838602
Ag 33.179733 47.512084 72.057381
Ag 23.607088 23.604751 -7.818689
Ag 2.547269 18.481752 -3.381129
Ag 0.632740 -8.840915 7.712769
Ag 37.008791 3.112752 16.587888
Ag 50.410494 8.235752 9.931549
Ag 19.778030 21.897085 21.025448
Ag 19.778030 6.528085 43.213245
Ag 29.350675 -7.133248 3.275210
Ag -7.025376 37.266085 -5.599909
Ag 8.290856 1.405085 12.150329
Ag 27.436146 25.312418 63.182262
Ag 0.632740 -0.302582 54.307144
